"language","item.id","k_Mean","lambda_Mean","start_Mean","k_HDIlow","lambda_HDIlow","start_HDIlow","k_HDIhigh","lambda_HDIhigh","start_HDIhigh","category","item"
"Croatian","item_410",12.4604150826,0.50894299685,4.623006529054,0.811549,0.0152622,0.00132507,28.8546,1.22663,11.6264,"action_words","cuti"
"Croatian","item_411",11.1841410284,0.6684057551,5.2682127612648,0.675555,0.0978214,0.000216592,24.2861,1.32487,12.8941,"action_words","dati"
"Croatian","item_412",15.5577570662,0.7971295037,4.6621262801038,1.41607,0.12438,0.000211559,32.2072,1.62028,11.6374,"action_words","dignuti"
"Croatian","item_413",21.9377194102,1.141503661,4.884113245714,1.8228,0.193289,0.00169801,45.0282,2.22973,12.4074,"action_words","dirati"
"Croatian","item_414",19.6593279968,0.87174060816,4.863917960464,1.42231,0.0213999,0.00122458,44.0149,1.92983,11.9853,"action_words","dobiti"
"Croatian","item_415",17.9114252828,0.881517692416,5.242052341836,1.03542,0.0777585,0.0014332,39.227,1.83684,13.1123,"action_words","donijeti"
"Croatian","item_416",17.4682754006,0.872736673772,5.27969075192,0.886924,0.112162,0.00756237,37.6244,1.84498,13.1944,"action_words","drzati"
"Croatian","item_417",20.493775776,1.06774365558,4.5436345259164,1.80454,0.173276,0.000856922,41.3552,2.03227,11.3173,"action_words","gledati"
"Croatian","item_418",54.9782925978,2.65219939812,5.15872917748,1.84783,0.120125,0.00225613,125.807,5.8475,12.9667,"action_words","govoriti"
"Croatian","item_419",16.450286375,0.78997201326,4.5529240988808,1.59165,0.0612694,0.000151294,34.541,1.5997,11.4033,"action_words","gristi"
"Croatian","item_42",10.6338385226,0.435790040052,5.2232331804582,0.524723,0.00142965,0.000220651,25.4475,1.07543,13.16,"animals","purica"
"Croatian","item_420",26.379787692,1.23612066556,4.677124359738,1.66815,0.114589,0.00135817,56.5783,2.58873,11.7335,"action_words","gurati"
"Croatian","item_421",19.3945722218,1.0098750566,4.9970692921106,0.836844,0.115286,0.000118123,40.1148,1.97136,12.456,"action_words","hodati"
"Croatian","item_422",19.6951591356,0.9437105569,5.1540986374886,1.19692,0.0664102,0.000649613,42.4817,1.9496,12.7307,"action_words","hraniti"
"Croatian","item_423",15.8185424176,0.698748349486,5.06234089709,0.839321,0.014049,0.00411476,35.8264,1.57805,12.7114,"action_words","htjeti"
"Croatian","item_424",10.0815583718,0.531188145664,5.044904570448,0.546564,0.0558036,0.00235047,21.7306,1.08412,12.3613,"action_words","ici"
"Croatian","item_425",30.5036286624,1.6913175434,5.08215024292828,1.74894,0.338288,5.11644e-05,61.5663,3.13109,12.6455,"action_words","igrati_se_"
"Croatian","item_426",24.4023683678,1.15631163784,4.856790488396,1.80547,0.0955274,0.00166594,53.1958,2.4166,12.0364,"action_words","imati"
"Croatian","item_427",38.1081139188,1.714473225852,5.2927154158932,0.949146,0.00997237,0.000928056,98.9455,4.37913,13.4789,"action_words","ispustiti"
"Croatian","item_428",15.6584949104,0.6444619706528,5.2406408902572,0.649094,0.000727264,0.000377156,38.6136,1.61213,13.4207,"action_words","jahati"
"Croatian","item_429",9.882546596,0.5682419546,5.160944182457,0.517986,0.0549728,0.00204132,21.5201,1.13104,12.7217,"action_words","jesti"
"Croatian","item_43",26.2681968696,1.6472383976,4.939114332094,1.9293,0.448773,0.00665137,52.4584,2.9251,12.1277,"animals","riba"
"Croatian","item_430",27.8784699628,1.184659640312,4.9304610667048,1.39745,0.0206146,0.000292958,67.3327,2.92553,12.314,"action_words","kazati"
"Croatian","item_431",4937.287661672,5005.7775495446,511.725799934,280.222,331.292,74.6421,9743.62,9781.66,995.35,"action_words","klizati"
"Croatian","item_432",15.5310897978,0.73970426025,4.82724083363,1.07582,0.0668976,0.00172993,33.7919,1.58402,12.0762,"action_words","kucati"
"Croatian","item_433",15.1570091454,0.74054971472,5.144400619908,0.596349,0.045176,0.00784378,32.7064,1.53388,12.7951,"action_words","kuhati"
"Croatian","item_434",33.853963056,1.8224535476,4.853173281198,3.65785,0.464195,0.0016553,68.2007,3.43483,11.9961,"action_words","kupiti"
"Croatian","item_435",77.02534139,3.63759127572,5.246584581386,2.55374,0.103241,0.00021334,197.687,9.19056,13.1931,"action_words","kusati"
"Croatian","item_436",14.9226636018,0.660563748093,5.114434590062,1.19087,0.0277221,0.00242637,34.5952,1.51568,12.753,"action_words","lizati"
"Croatian","item_437",14.2677680664,0.61127525797,4.963550159458,0.491411,0.00662383,0.00124316,32.6675,1.41782,12.6009,"action_words","loviti"
"Croatian","item_438",10.7213500176,0.492646810486,4.858632644112,0.843726,0.0210848,0.00179058,23.7581,1.08131,12.2069,"action_words","ljuljati_se"
"Croatian","item_439",13.320769787,0.592170354688,5.023936632235,0.769323,0.0179119,0.000601895,30.1945,1.3348,12.5461,"action_words","mahati"
"Croatian","item_44",13.411397427,0.69972298454,4.814680668408,1.17438,0.087902,0.000338421,27.9992,1.37492,11.5257,"animals","slon"
"Croatian","item_440",12.2910070908,0.55939014314,4.948296818692,0.801696,0.0146843,0.0012585,27.4183,1.21967,12.1095,"action_words","maziti"
"Croatian","item_441",22.3493979778,1.09595931528,5.0114497602736,1.94569,0.10994,0.000727758,48.8561,2.24644,12.6512,"action_words","mesti"
"Croatian","item_442",14.1752014076,0.46645316591,4.6340084208682,0.969736,0.000478674,0.000601348,36.8211,1.37465,11.4977,"action_words","misliti"
"Croatian","item_443",21.3008177048,0.98472486672,4.9222212386858,1.55364,0.0455871,0.00764307,46.8883,2.10836,12.303,"action_words","naci"
"Croatian","item_444",24.044047571,1.075272689666,5.053974356102,1.70308,0.0668502,0.00069849,55.5869,2.45051,12.6205,"action_words","napraviti"
"Croatian","item_445",17.5738205738,0.87265454984,5.199145206989,0.605409,0.114734,0.000677375,38.2369,1.86037,13.1083,"action_words","nositi"
"Croatian","item_446",13.63378846,0.4921518070062,4.706868111322,0.786749,0.00213683,0.00103092,34.0102,1.34684,11.7859,"action_words","ostati"
"Croatian","item_447",20.693288233,1.0728571062,5.22273561415656,1.28718,0.134022,6.03408e-05,43.8972,2.15003,12.7872,"action_words","otvoriti"
"Croatian","item_448",18.5818028522,0.8264521118,4.935484401534,1.26956,0.0307512,0.00029773,42.8972,1.88659,12.1869,"action_words","pasti"
"Croatian","item_449",12.2871305618,0.55746159544,4.930098772639,0.84014,0.00776054,0.00101886,27.6423,1.23798,12.2746,"action_words","paziti"
"Croatian","item_45",29.4293290336,1.463095092865,5.316030116376,1.38442,0.149416,0.00156828,63.5956,2.99592,13.423,"animals","sova"
"Croatian","item_450",26.310816272,1.52832654082,5.350177077438,1.037,0.217982,0.00102183,54.7917,2.84403,13.3305,"action_words","pisati"
"Croatian","item_451",11.8929865508,0.72629767182,4.5629425365892,0.457872,0.145683,0.000707466,24.418,1.38368,11.3735,"action_words","piti"
"Croatian","item_452",14.5887775606,0.7320078389,4.7910688808404,1.07943,0.0731123,0.000769032,31.5906,1.51327,12.031,"action_words","pjevati"
"Croatian","item_453",18.1616373868,0.9920484017,5.040977475138,1.29633,0.163882,0.00130872,37.9376,1.90808,12.3411,"action_words","plakati"
"Croatian","item_454",25.524102012,1.3489027924,4.826095647842,2.14247,0.265703,0.00222213,51.0626,2.57167,11.9225,"action_words","plesati"
"Croatian","item_455",9.891890861,0.3560349792842,4.468662514468,0.622615,0.00098166,0.00151088,23.9048,0.942014,11.2145,"action_words","plivati"
"Croatian","item_456",13.3576200028,0.539204586748,4.6346288915916,1.10755,0.00109534,0.000251951,31.0956,1.27445,11.4923,"action_words","pljeskati"
"Croatian","item_457",22.3505746118,0.970817873242,4.732050478626,1.32846,0.0532813,0.0038868,50.8696,2.24172,11.6956,"action_words","poderati"
"Croatian","item_458",29.8624397242,1.32576049818,4.5602274888498,1.92834,0.0740904,0.000863389,68.6994,3.08213,11.4813,"action_words","pokazati"
"Croatian","item_459",15.087438575,0.71576442248,5.136106810164,0.670511,0.0333652,0.00332448,33.3152,1.53347,12.7673,"action_words","pokriti"
"Croatian","item_46",24.1816461152,1.027330368178,4.6901894244,1.09014,0.0153542,0.001381,56.2462,2.43088,11.8362,"animals","srna"
"Croatian","item_460",20.1209681148,1.07098582682,5.076591986358,1.22115,0.202894,0.00280084,42.084,2.13321,12.6953,"action_words","poljubiti"
"Croatian","item_461",16.7357623538,0.68535027085,4.7103873847884,1.29787,0.00925712,0.000914532,38.8632,1.63004,11.7363,"action_words","pomoci"
"Croatian","item_462",21.1193229564,1.06125447714,5.2646841890648,0.999444,0.12873,0.00442631,45.5043,2.18505,13.1413,"action_words","popeti"
"Croatian","item_463",19.3445113038,0.79722624947,4.99419885953,1.03833,0.00631904,0.00111663,46.6636,1.99401,12.3871,"action_words","popraviti"
"Croatian","item_464",20.3567399802,1.107345489606,5.4726721217328,1.21778,0.207291,0.000823974,42.9577,2.20631,13.4863,"action_words","prati"
"Croatian","item_465",19.1545637348,0.7900732552348,5.04370412591,1.03234,0.000635144,0.00103777,45.8814,1.93816,12.6081,"action_words","praviti"
"Croatian","item_466",72.749059062,3.21786013317,5.1747754917468,1.20035,0.00112507,0.000244804,201.374,9.001,13.0638,"action_words","praviti_se"
"Croatian","item_467",9.4137786648,0.3246908199403,4.74010338403,0.68442,8.33355e-05,0.00208711,23.0362,0.883533,11.8867,"action_words","prestati"
"Croatian","item_468",28.0671500612,1.45475036612,4.9017702615252,1.67582,0.20812,0.000313696,57.3777,2.81671,12.5265,"action_words","proliti"
"Croatian","item_469",21.631331034,0.8999897385,4.58607034458,1.0553,0.0103488,0.00254191,49.9757,2.1135,11.6644,"action_words","prskati"
"Croatian","item_47",29.7902275874,1.415496231878,5.3870121826202,0.909297,0.0563074,0.000591031,68.3865,3.13581,13.578,"animals","tigar"
"Croatian","item_470",24.0239010298,1.17717260326,4.83068210316,1.85921,0.130514,0.00121817,51.6315,2.38791,12.294,"action_words","puhati"
"Croatian","item_471",23.6843344012,1.18745345588,5.040999851528,2.11471,0.151046,0.00437577,51.405,2.45116,12.6146,"action_words","raditi"
"Croatian","item_472",22.8269666862,0.982133194018,4.7124305594256,1.98215,0.0550174,0.00390921,53.754,2.30924,11.7821,"action_words","razbiti"
"Croatian","item_473",15.6568328542,0.67993447062,4.2858234659977,1.55077,0.0441753,9.74935e-05,34.1452,1.49184,10.8052,"action_words","reci"
"Croatian","item_474",25.3130243462,1.13612779948,4.763685902128,1.53433,0.0641147,0.00135188,56.8854,2.56524,11.8813,"action_words","rezati"
"Croatian","item_475",22.676686424,1.13514212512,5.342040977264,1.29057,0.117802,0.00392885,49.5075,2.37741,13.2128,"action_words","sakriti"
"Croatian","item_476",16.2617962662,0.83173944844,5.046820090302,0.731192,0.108138,0.0027681,34.6556,1.69087,12.4162,"action_words","sjediti"
"Croatian","item_477",21.2002297234,1.04705774742,4.559478922098,2.24771,0.191764,0.00340505,43.9724,2.0923,11.3077,"action_words","skociti"
"Croatian","item_478",23.445440793,1.0173969732696,4.7181817333484,1.46948,0.0289213,0.000919992,52.9077,2.30879,11.6303,"action_words","slomiti"
"Croatian","item_479",21.7244684446,0.915645473328,4.85213000863,1.20998,0.00137472,0.00220186,50.9321,2.18064,11.9317,"action_words","slusati"
"Croatian","item_48",35.5661552944,1.745332168172,5.236473232312,0.58376,0.151587,0.00304921,78.3627,3.75628,13.3318,"animals","vjeverica"
"Croatian","item_480",26.3012546228,1.041914879552,4.5402403809296,1.164,0.00405075,0.000934398,65.6187,2.6984,11.2862,"action_words","smijati_se"
"Croatian","item_481",20.0861227996,1.2261455094,4.910630511484,1.12077,0.294246,0.00100198,39.7518,2.23206,12.141,"action_words","spavati"
"Croatian","item_482",19.375229735,0.7076405669816,4.616343704218,1.05032,0.000617064,0.0012018,50.3971,1.98558,11.3969,"action_words","spustati"
"Croatian","item_483",20.4757037574,0.888967256516,4.8222501648024,1.30479,0.0515279,0.000613857,46.7735,2.07693,11.8622,"action_words","stajati"
"Croatian","item_484",67.4838458772,3.34718138806,5.57526687514,1.12782,0.076572,0.00540531,156.978,7.36395,14.016,"action_words","stati"
"Croatian","item_485",18.2013895396,0.8485599579,4.985298934891,1.43696,0.0567657,0.000818475,39.3327,1.77409,12.5588,"action_words","staviti"
"Croatian","item_486",18.3390365562,0.7519975330672,4.3953995718654,1.28715,0.00279824,0.000135085,42.2439,1.77997,11.1156,"action_words","susiti"
"Croatian","item_487",23.7880122138,0.879341260987,4.443567443882,1.07635,0.000739719,0.00138119,61.5281,2.44959,11.058,"action_words","svidati_se_"
"Croatian","item_488",14.1218735536,0.59662993917,4.398277054082,1.03485,0.0140901,0.013512,30.874,1.33267,11.2436,"action_words","skakljati"
"Croatian","item_489",25.565308626,1.19600626756,4.724168721178,2.10488,0.1105,0.00123127,55.7371,2.53156,11.9986,"action_words","sutnuti"
"Croatian","item_49",13.5103207218,0.83956936588,5.2129984352956,0.645116,0.131792,0.000860648,28.2006,1.56999,12.9811,"animals","vrabac"
"Croatian","item_490",19.3232507326,0.8262051611172,5.182155926207,1.09168,0.00199811,0.000334985,46.3662,1.98663,13.2051,"action_words","tociti"
"Croatian","item_491",22.128382344,1.20466632312,5.8704509746058,1.1869,0.168843,0.000473329,47.6388,2.37858,14.0657,"action_words","trcati"
"Croatian","item_492",61.625464486,2.80507125452,5.3707020029822,1.67426,0.0110905,0.000530553,166.385,7.46273,13.3456,"action_words","tresti"
"Croatian","item_493",11.7098215378,0.4335582036,4.7784883654708,0.802584,0.00143791,0.000516654,28.3239,1.12989,11.9177,"action_words","trgati"
"Croatian","item_494",19.5499103646,1.09361976918,5.3569945627304,0.678098,0.161981,0.00495244,40.828,2.12472,13.282,"action_words","tuci"
"Croatian","item_495",18.1156747122,0.807849655084,5.057661027908,1.6852,0.031666,0.00457279,41.1911,1.8077,12.3976,"action_words","udariti_se_"
"Croatian","item_496",19.8646639736,0.95748495902,4.8640359570666,1.75534,0.113907,0.000376713,42.6821,1.99137,12.0617,"action_words","uzeti"
"Croatian","item_497",17.0777506424,0.77199292964,4.4184072424256,1.6171,0.0968363,0.000764468,36.0782,1.63507,10.7919,"action_words","vidjeti"
"Croatian","item_498",21.0308545838,0.977741095906,4.9937172627508,1.59661,0.0421397,0.000644183,46.9344,2.07642,12.3922,"action_words","voljeti"
"Croatian","item_499",15.8795040082,0.81960269646,5.001545206874,0.897033,0.090956,0.00762131,33.928,1.65832,12.2806,"action_words","voziti"
"Croatian","item_5",7.0277105066,0.49576072144,4.412093148734,0.314757,0.0675379,0.00180105,16.1231,1.02078,10.9933,"sounds","ku-ku"
"Croatian","item_50",9.8705174512,0.50345196064,4.685979546114,0.802484,0.0416115,0.00116365,21.5348,1.0662,11.6799,"animals","vuk"
"Croatian","item_500",64.03170438,2.90515277246,5.2097198235682,1.71307,0.0274089,0.000846161,165.508,7.4743,13.1744,"action_words","vuci"
"Croatian","item_501",21.158040328,0.98235032232,4.888392174446,1.38925,0.0585335,0.00134595,46.1535,2.08583,12.15,"action_words","zagrliti"
"Croatian","item_502",17.1031086248,0.8224453913,4.807730428034,1.2605,0.0845154,0.00115261,37.0506,1.7286,12.0845,"action_words","zatvoriti"
"Croatian","item_503",11.2489042922,0.3716792704638,4.432259427852,0.932567,0.000832124,0.00118163,27.9137,1.02565,11.1284,"action_words","zuriti"
"Croatian","item_504",16.6652897944,0.628076195128,4.6391188007592,0.842614,0.00162272,0.000918746,41.0774,1.65571,11.7021,"descriptive_words","bijela"
"Croatian","item_505",29.721545672,1.41769258962,4.369622044112,2.69976,0.219195,0.00609512,60.6256,2.8429,11.0442,"descriptive_words","bolestan"
"Croatian","item_506",29.216229395,1.3958127152,4.412162296888,2.81611,0.192627,0.00330229,60.362,2.76871,11.0594,"descriptive_words","boli"
"Croatian","item_507",16.4665134356,0.638618459007,4.853336901058,0.908672,0.000956835,0.00281871,40.5135,1.67077,12.0293,"descriptive_words","bolje"
"Croatian","item_508",18.1505975726,0.952970736438,5.115919986186,0.837786,0.149239,0.00710071,38.0142,1.89719,12.7458,"descriptive_words","brzo"
"Croatian","item_509",39.7495821104,1.863185119282,5.544106007226,0.539942,0.0604113,0.00230338,96.1903,4.40993,13.977,"descriptive_words","budan"
"Croatian","item_51",32.8064358646,1.483436435438,5.1650847314716,0.696385,0.00798498,4.8128e-05,78.299,3.49749,13.1989,"animals","zebra"
"Croatian","item_510",25.263406828,1.09186701978,4.6979456305033,1.31388,0.0407639,4.76625e-05,59.7946,2.62004,11.8027,"descriptive_words","crn"
"Croatian","item_511",21.5095914164,0.940296409688,4.884907312926,1.26089,0.0154382,0.00190941,49.677,2.17318,12.3174,"descriptive_words","crvena"
"Croatian","item_512",27.5706956086,1.33569202095,5.558584240656,0.714822,0.0933866,0.00176161,61.6668,2.88926,14.0009,"descriptive_words","cist(o)"
"Croatian","item_513",17.9155463548,0.9711439077,5.056121494728,1.33676,0.141836,0.00298018,38.1315,1.88346,12.407,"descriptive_words","dobro"
"Croatian","item_514",34.7617440024,1.486705198598,5.2626615546374,0.754441,0.00326475,0.000217607,89.0063,3.96255,13.2061,"descriptive_words","dug(o)"
"Croatian","item_515",10.2282094446,0.4499312003042,4.797638566038,0.758821,0.0170705,0.00573127,23.651,1.0246,12.3748,"descriptive_words","fino"
"Croatian","item_516",6.2570087522,0.341463324512,4.602253680139,0.425238,0.0261743,0.000458305,14.0038,0.738394,11.6095,"descriptive_words","fuj"
"Croatian","item_517",25.0278869788,1.3055837136,5.535201858586,0.973454,0.140904,0.00491891,53.2446,2.63546,13.6535,"descriptive_words","gladan"
"Croatian","item_518",19.383903581,0.6589643549306,4.4375015571336,0.958425,0.000392207,0.000337538,51.1407,1.94821,11.2055,"descriptive_words","glasno"
"Croatian","item_519",12.2512975642,0.71435223456,4.995162349066,0.709006,0.122196,0.00132531,25.2674,1.38397,12.3637,"descriptive_words","gotovo"
"Croatian","item_52",19.577018138,1.278753467,5.337177648902,0.83443,0.285159,0.00025955,40.2137,2.30175,13.3097,"animals","zeko"
"Croatian","item_520",17.9013456076,0.86900599742,5.271947897536,0.756999,0.0958108,4.7892e-05,40.5537,1.89696,13.0744,"descriptive_words","hladno"
"Croatian","item_521",52.4744944858,2.3844793846,5.357031301472,1.35731,0.0101737,0.00212894,136.941,6.20504,13.5318,"descriptive_words","jadan"
"Croatian","item_522",76.114146854,3.55896303874,5.279954055008,1.51969,0.0502439,0.00136909,199.445,9.031,13.1789,"descriptive_words","krasno"
"Croatian","item_523",16.6694097452,0.93969958318,4.616243383664,1.37533,0.176232,0.00687864,33.6433,1.76462,11.5111,"descriptive_words","lijep(o)"
"Croatian","item_524",19.070993525,0.853293499596,4.4830567081218,1.68836,0.0766648,0.00821187,40.9228,1.84969,11.42,"descriptive_words","ljut(o)"
"Croatian","item_525",12.9975274176,0.72584467412,5.2354801745202,1.00123,0.105364,0.000246001,28.0588,1.41863,12.6089,"descriptive_words","mal(o)"
"Croatian","item_526",91.448716504,4.44056903912,5.3389195701098,1.28113,0.0946403,0.0125363,227.83,10.6702,13.3716,"descriptive_words","mekan(o)"
"Croatian","item_527",19.420004983,0.93394693468,4.715676710146,1.76808,0.105292,0.00589676,42.1882,1.97512,11.8297,"descriptive_words","mokro"
"Croatian","item_528",24.580688039,1.062389334176,4.728801612088,1.13279,0.0321179,0.00246036,56.4712,2.47327,11.7226,"descriptive_words","mrak"
"Croatian","item_529",4993.386807665,4967.231735096,515.030675926,27.5805,212.869,44.0043,9519.55,9687.02,967.992,"descriptive_words","narancasta"
"Croatian","item_53",21.5595457986,1.19075190788,5.169836414516,1.4304,0.242966,0.00105437,45.2313,2.32129,12.8201,"animals","zaba"
"Croatian","item_530",12.4039245836,0.72022864372,4.9156387248748,0.886872,0.112771,0.00559088,26.02,1.39972,12.1098,"descriptive_words","nema_vise"
"Croatian","item_531",21.6740735376,0.922062864342,5.082213612731,1.36051,0.0105216,0.000377999,51.9249,2.21305,12.7971,"descriptive_words","nov(o)"
"Croatian","item_532",56.174961992,2.422538043428,5.236379224572,1.46842,0.00485639,0.00141662,162.754,7.1426,13.18,"descriptive_words","njezno"
"Croatian","item_533",4964.9886926462,5028.629958896,514.212759708,18.1406,352.372,70.5123,9499.95,9828.98,998.199,"descriptive_words","pazljiv(o)"
"Croatian","item_534",10.1803906658,0.37239663049,4.307881812508,1.01183,0.00209172,0.00352254,23.9444,0.923717,10.9032,"descriptive_words","plava"
"Croatian","item_535",19.8706382632,0.888232971608,4.9816319283708,1.32635,0.0226653,0.000745774,44.7837,1.95526,12.3028,"descriptive_words","polako"
"Croatian","item_536",23.1601755854,0.980939303107,5.36408340370052,0.907167,0.000908035,8.38946e-05,58.8377,2.52464,13.6026,"descriptive_words","pospan(o)"
"Croatian","item_537",19.1367555086,0.794860576666,4.7730725844022,1.0031,0.0182583,0.00334833,45.013,1.90268,11.942,"descriptive_words","potrgan(o)"
"Croatian","item_538",55.5915407564,2.742892880838,5.45086346711,0.958075,0.244973,0.00229555,129.807,6.13252,13.8387,"descriptive_words","prazno"
"Croatian","item_539",20.4007017098,1.017218443172,4.7695453953618,1.54052,0.110863,0.00016425,42.4151,2.00322,12.2957,"descriptive_words","prljav(o)"
"Croatian","item_54",34.7745020662,1.630539446052,5.3103558361696,1.45769,0.0478679,0.000667058,79.5765,3.62629,13.4225,"animals","zirafa"
"Croatian","item_540",23.5066492456,0.947622056296,4.6521579856106,0.882486,0.00525626,0.000768363,56.7753,2.37805,11.5034,"descriptive_words","prvi"
"Croatian","item_541",11.5218406606,0.54904366248,5.0399623832048,0.923521,0.0302562,0.000851134,25.6503,1.19778,12.4636,"descriptive_words","pun(o)"
"Croatian","item_542",17.4193399372,0.884558945118,5.094182120358,1.21911,0.0674987,0.00557547,37.3405,1.79549,12.7475,"descriptive_words","puse"
"Croatian","item_543",6.44425336,0.350865377476,4.497244306442,0.359362,0.0410775,0.00041091,14.6536,0.788029,11.3501,"descriptive_words","ruzno"
"Croatian","item_544",180.760016082,9.13564832896,5.361151162396,3.43326,0.400771,0.00405939,458.027,21.4394,13.5775,"descriptive_words","slomljen(o)"
"Croatian","item_545",4939.81918902,5023.3541400036,514.026208232,37.3058,18.2682,67.1555,9477.29,9508.82,997.548,"descriptive_words","smede"
"Croatian","item_546",13.0103153542,0.7517766606,4.676662290592,0.92595,0.123975,0.00028206,26.9145,1.42891,11.4317,"descriptive_words","spava"
"Croatian","item_547",27.039011022,1.072026800344,4.482084801274,1.19396,0.00550177,0.000133542,65.9715,2.70046,11.2263,"descriptive_words","sretan"
"Croatian","item_548",42.324427159,1.934569826628,5.3913186107618,0.600806,0.0141191,0.000636579,105.695,4.7553,13.7249,"descriptive_words","staro"
"Croatian","item_549",71.230539285,3.43954691854,5.2502783072306,1.6583,0.221012,0.00380404,169.789,7.93018,13.3742,"descriptive_words","suho"
"Croatian","item_55",67.5578531846,3.3800922222,5.492238895984,0.889813,0.199726,0.000440578,156.763,7.59185,13.6772,"animals","zivotinja"
"Croatian","item_550",13.2853990498,0.603447874652,5.423573942591,0.852944,0.0210335,0.000641915,30.8692,1.38403,13.5477,"descriptive_words","tesko"
"Croatian","item_551",14.216297309,0.574935680192,4.6663341448298,0.843068,0.00729691,0.000567909,33.5543,1.3976,11.6899,"descriptive_words","tih(o)"
"Croatian","item_552",11.6676560956,0.584204388,4.571434533934,1.13113,0.0614924,0.00043884,25.0341,1.20574,11.4489,"descriptive_words","toplo"
"Croatian","item_553",62.696956176,2.92808800644,5.462324165634,1.14844,0.0228733,0.00107304,163.26,7.45373,13.6602,"descriptive_words","tuzan"
"Croatian","item_554",45.9341515598,2.10124761744,5.1740389254788,1.77919,0.0910357,0.000475234,113.123,5.19051,13.0063,"descriptive_words","tvrd(o)"
"Croatian","item_555",16.3272933882,0.5550980010808,4.516702483146,0.942683,0.0008075,0.00247854,43.8335,1.65243,11.2817,"descriptive_words","umoran"
"Croatian","item_556",26.3941764972,1.083444689758,5.269853831888,1.20623,0.00435166,0.00162786,70.7869,2.97277,12.9319,"descriptive_words","uplasen(o)"
"Croatian","item_557",23.5631278374,1.19228230968,5.14619343619318,1.63218,0.127088,2.56479e-05,50.3319,2.36796,12.6781,"descriptive_words","velik(o)"
"Croatian","item_558",15.132234979,0.628833898472,4.815846977166,1.08137,0.0234666,0.00181276,34.9511,1.50173,12.0158,"descriptive_words","visok(o)"
"Croatian","item_559",11.6813340932,0.58293625946,4.52964549841,1.21239,0.0571717,0.00351201,25.2755,1.19444,11.4953,"descriptive_words","vruce"
"Croatian","item_56",15.1026076802,1.0875980728,4.720000770908,0.621893,0.241734,0.00129008,31.8627,2.0099,11.8492,"vehicles","auto"
"Croatian","item_560",151.510033348,7.23100897972,5.2822221780884,2.16482,0.047245,0.00144142,418.714,19.8886,13.337,"descriptive_words","zadnje"
"Croatian","item_561",9.8213844602,0.32999468012526,4.32222680174,0.59484,0.000619281,0.0012069,23.5747,0.893054,10.7979,"descriptive_words","zelena"
"Croatian","item_562",19.4181469106,0.6619869119728,4.495339163592,1.09591,0.000466722,0.00165703,51.9605,1.97518,11.385,"descriptive_words","zgodno"
"Croatian","item_563",15.1646809148,0.76780672204,5.460369047964,0.550726,0.0472521,0.0014977,32.9641,1.59796,13.5858,"descriptive_words","zima"
"Croatian","item_564",16.0581709518,0.75135796758,5.0347983604908,1.41471,0.0660608,0.000633804,35.527,1.62289,12.3913,"descriptive_words","zlocesto"
"Croatian","item_565",7.6543846776,0.24446604168912,4.4247405876608,0.551271,5.57966e-05,0.000573534,19.0666,0.703883,11.0045,"descriptive_words","zuta"
"Croatian","item_566",14.8389110504,0.70653240344,5.2611972783194,0.848895,0.0470863,0.000151177,32.8894,1.53756,12.9347,"descriptive_words","zedan"
"Croatian","item_567",10.3200774114,0.479748035234,4.355163497627,1.05688,0.0456277,0.000112475,22.1514,1.02898,11.1011,"time_words","dan"
"Croatian","item_568",27.1258962098,1.132190255652,4.60872747749096,1.37962,0.00529054,3.80308e-05,63.8191,2.73909,11.4623,"time_words","danas"
"Croatian","item_569",16.1463692026,0.5482526930138,4.5915306284882,1.04145,0.00018603,0.000427271,42.9307,1.6163,11.2791,"time_words","jucer"
"Croatian","item_57",21.1151539018,1.1347624346,5.62720740446,1.00888,0.138311,0.00323158,45.3997,2.23052,13.5943,"vehicles","autobus"
"Croatian","item_570",17.3096721812,0.7060421963732,5.286264597388,0.534561,0.000106596,0.00279453,42.6591,1.82633,13.2474,"time_words","jutro"
"Croatian","item_571",84.385306582,3.92866940904,5.221661147288,2.14382,0.0157379,0.00160138,219.673,10.0298,13.1557,"time_words","kasnije"
"Croatian","item_572",5.667729342,0.267241766798,4.2988700364708,0.565593,0.00615007,0.00665666,13.098,0.609912,10.9588,"time_words","noc"
"Croatian","item_573",20.8901911768,0.937602293702,4.7476271384462,1.66157,0.0470086,0.000530534,46.872,2.07656,11.8196,"time_words","poslije"
"Croatian","item_574",84.203205722,3.89996654546,5.322859185358,2.69493,0.0365191,0.0009901,222.619,10.1186,13.1083,"time_words","prije"
"Croatian","item_575",18.5153209124,0.78600565682,4.695820712459,1.82296,0.0368777,0.000999477,42.937,1.84742,11.7637,"time_words","sada"
"Croatian","item_576",7.7205419494,0.2849507642886,4.5084160419302,0.613205,0.000304657,0.000436481,17.9771,0.728204,11.4046,"time_words","sati"
"Croatian","item_577",10.7909332316,0.465247119636,4.8699012389972,0.680986,0.017083,0.000314368,24.1628,1.05966,12.0509,"time_words","sutra"
"Croatian","item_578",49.8072069574,2.306141252692,5.421558388028,2.03738,0.0387071,0.00237045,129.069,5.80299,13.4256,"time_words","veceras"
"Croatian","item_579",3.0969791728,0.1535437389886,4.845294226982,0.23265,0.000690733,0.00239497,7.57354,0.378986,12.2461,"pronouns","ja"
"Croatian","item_58",28.4099226038,1.57306801836,5.2333843138438,1.53023,0.309748,0.000199299,58.5736,2.9457,12.934,"vehicles","avion"
