"language","item.id","delta_Mean","k_Mean","lambda_Mean","delta_HDIlow","k_HDIlow","lambda_HDIlow","delta_HDIhigh","k_HDIhigh","lambda_HDIhigh","category","item"
"Cantonese","item_440",1.8246004272,3.6882060646,27.36736247032,0.54107,0.333238,0.0163784,3.62641,9.40441,55.5884,"animals","A8GOOSE"
"Cantonese","item_441",1.8946944614,7.0132743616,14.38054385518,0.695031,0.982289,0.0245798,3.61224,17.3384,30.3084,"animals","A8PENGUI"
"Cantonese","item_442",2.0609636942,6.2313803324,17.0033273444,0.693593,0.726022,0.177365,3.93704,15.2516,33.8312,"animals","A8OWL"
"Cantonese","item_443",2.0188416344,5.3569428202,9.4968408178236,0.737008,0.284582,0.000902478,3.83085,14.0376,19.8435,"animals","A8FISH"
"Cantonese","item_444",1.8108992804,9.3708992012,12.02126837616,0.589539,1.13974,0.0455683,3.56891,23.9327,28.8782,"animals","A8DOLPHN"
"Cantonese","item_445",1.6710388652,13.2158837946,7.13766519204,0.569887,0.927342,0.011592,3.27234,35.3294,19.9532,"animals","A8TURTLE"
"Cantonese","item_446",1.8080884274,10.4972681204,9.6962885767672,0.630853,0.831711,0.000482402,3.4925,28.4523,23.0809,"animals","A8FROG"
"Cantonese","item_447",1.674908298,9.4764867818,8.968832373488,0.620733,1.20721,0.00487311,3.1423,21.7686,22.2008,"animals","A8SNAKE"
"Cantonese","item_448",1.8733072668,9.6596028994,11.0561551865,0.719167,1.42357,0.198205,3.43349,23.0295,25.1205,"animals","A8ALLIG"
"Cantonese","item_449",1.8346538302,7.122700996,10.51818464896,0.547155,0.696861,0.00231423,3.32795,19.5296,22.6961,"animals","A8PIG"
"Cantonese","item_45",1.9783268684,12.63766762,8.73332713196,0.770309,1.70597,0.0557385,3.42164,31.9991,19.399,"people","P2TEACHE"
"Cantonese","item_450",1.365586838,19.0498220294,6.8824205479674,0.402084,0.850492,0.000328177,2.76316,60.596,20.3917,"animals","A8COW"
"Cantonese","item_451",1.6012503672,9.3000016058,8.9355312718136,0.682272,0.944567,0.000425369,3.14177,21.0104,23.5212,"animals","A8SHEEP"
"Cantonese","item_452",1.8036875162,7.5963570944,8.64055607032,0.677566,0.718992,0.0564652,3.17767,18.6486,19.4707,"animals","A8HORSE"
"Cantonese","item_453",1.8718912278,7.974439757,12.7654544736,0.685611,1.11086,0.0167994,3.53978,19.2149,27.7755,"animals","A8ZEBRA"
"Cantonese","item_454",1.939522929,6.3840589168,10.6918251195,0.656497,0.553997,0.0205454,3.5585,17.3996,22.4471,"animals","A8BEARC"
"Cantonese","item_455",1.7870205126,10.1666306422,9.81356765811,0.61453,1.14667,0.00749834,3.26944,25.2775,22.7876,"animals","A8PANDA"
"Cantonese","item_456",1.48520864,15.461864164,5.65658831272,0.591361,1.12522,0.0138701,2.9739,36.1558,18.6094,"animals","A8ELEPHC"
"Cantonese","item_457",2.0326746104,6.6715167878,12.416527253,0.760979,0.761963,0.249899,3.67259,16.9338,25.1169,"animals","A8LION"
"Cantonese","item_458",2.2163452994,5.8115438548,14.368221963042,0.648733,0.690377,0.0312413,4.03833,14.892,26.8174,"animals","A8TIGER"
"Cantonese","item_459",1.9698786388,6.9367143388,16.18302526986,0.637574,0.969925,0.0115586,3.86254,17.4779,34.1501,"animals","A8WOLF"
"Cantonese","item_46",2.013580529,10.657187494,9.3000329411,0.829863,1.30626,0.0985105,3.48805,25.329,19.9675,"people","P2POLICC"
"Cantonese","item_460",1.9569566034,5.062884023,18.4425899522,0.636079,0.762845,0.186317,3.79723,12.5846,36.7202,"animals","A8DEER"
"Cantonese","item_461",1.640630465,10.7087996166,8.27800095896,0.671152,1.36926,0.0425088,2.97365,24.2726,21.1844,"animals","A8GIRAFF"
"Cantonese","item_462",1.5724122066,14.4710893626,6.211301947,0.661431,1.21674,0.041677,2.83465,33.9186,17.0807,"animals","A8MONKEC"
"Cantonese","item_463",1.6559010898,6.0574359322,13.95195650072,0.576724,0.744721,0.146244,3.44033,12.5441,34.7721,"animals","A8GORILL"
"Cantonese","item_464",1.5574416566,15.0305337602,6.60838780174,0.525664,0.806038,0.00731128,3.05668,40.4455,18.9751,"animals","A8RABBIT"
"Cantonese","item_465",1.4982771044,14.0211060838,6.503336992376,0.524304,0.991107,0.00551255,2.85532,33.5854,19.0425,"animals","A8MOUSE"
"Cantonese","item_466",1.5810270584,7.416020979,8.64617747348,0.632533,0.892006,0.0316837,2.75876,18.5487,20.0894,"animals","A8BUG"
"Cantonese","item_467",1.5075117454,12.781070192,6.63018417322,0.622759,1.03416,0.0322325,2.82779,29.7789,19.1545,"animals","A8BUTFLY"
"Cantonese","item_468",1.7061751012,10.493220406,9.361308100786,0.535525,1.00822,0.0102145,3.13529,25.6508,23.1019,"animals","A8BEE"
"Cantonese","item_469",1.9233026456,4.2310669244,85.20891032418,0.545719,0.187142,0.0920557,3.76421,10.5868,620.323,"animals","A8DRAFLY"
"Cantonese","item_47",1.9640627746,13.129314786,9.4032985806,0.769095,1.65145,0.0452058,3.54581,31.7324,21.6738,"people","P2FIREMA"
"Cantonese","item_470",1.6065441476,10.4616381566,7.648002867698,0.574504,0.905074,0.00922749,2.95875,29.2408,19.6734,"animals","A8MOSQ"
"Cantonese","item_471",1.5320984546,18.84795114,6.749503274838,0.548767,1.51122,0.00838999,2.76713,49.7283,18.8519,"animals","A8FLYC"
"Cantonese","item_472",1.4530829938,12.8216112546,6.3684115314,0.582816,1.23094,0.0109123,2.74717,30.2603,19.1095,"animals","A8ANT"
"Cantonese","item_473",1.7435341782,10.940261388,8.20284020502,0.73173,1.24988,0.0773286,3.31032,24.3849,21.1618,"animals","A8ROACHC"
"Cantonese","item_474",1.9618848466,5.0003755836,19.73003360722,0.640416,0.591678,0.0773105,3.88717,11.8492,39.3787,"animals","A8SNAIL"
"Cantonese","item_475",1.8751944182,8.6993668084,10.86138192256,0.713546,0.828217,0.129425,3.42695,20.9338,24.225,"animals","A8DINO"
"Cantonese","item_476",1.808753967,4.2963638424,21.85961299706,0.640554,0.678768,0.278081,3.51881,10.6778,44.3517,"animals","A8DRAGON"
"Cantonese","item_477",2.1196837548,9.6010685476,12.44432145582,0.579569,0.596248,0.0166903,4.06418,26.4903,26.7899,"animals","A8ANIMAL"
"Cantonese","item_478",1.5451527278,8.7248733168,5.573816191156,0.588449,0.584349,0.00578538,2.62273,24.1786,13.9217,"vehicles","V9CAR"
"Cantonese","item_479",1.365421135,20.883262488,4.023517299676,0.542705,2.14399,0.00379872,2.53876,48.7334,13.5406,"vehicles","V9PLANE"
"Cantonese","item_48",1.990819369,5.1511217946,13.1516027286,0.688539,0.59719,0.0771884,3.56884,13.382,25.5871,"people","P2TELETB"
"Cantonese","item_480",1.7888609982,8.084556102,12.27955778242,0.648451,0.94168,0.0280466,3.20556,18.8527,27.6251,"vehicles","V9HELICO"
"Cantonese","item_481",1.5566301866,11.730988602,5.89532558548,0.730477,2.05048,0.0220308,2.56191,26.9778,14.3954,"vehicles","V9BOAT"
"Cantonese","item_482",1.7062845078,12.658328474,6.72881209054,0.756121,1.37696,0.0316557,2.77788,30.0738,15.1669,"vehicles","V9BIKEC"
"Cantonese","item_483",1.5826770856,13.726931954,7.40236308298,0.634492,1.46653,0.039751,2.99849,32.6409,20.7686,"vehicles","V9MOTOC"
"Cantonese","item_484",1.6910796704,11.04610476,9.155087044448,0.578768,1.27738,0.00599358,3.06251,27.8762,22.539,"vehicles","V9SEDANC"
"Cantonese","item_485",1.6464098538,12.2550780906,8.40552067066,0.596987,1.03322,0.0136605,3.08094,28.157,22.2211,"vehicles","V9TRUCKC"
"Cantonese","item_486",1.7416680484,9.9610800352,7.24248189118,0.761536,1.07028,0.0971906,3.13528,24.162,17.8113,"vehicles","V9BUSC"
"Cantonese","item_487",1.5878536308,14.945843422,6.561412774712,0.583263,1.66315,0.00889206,2.75473,39.8335,16.9565,"vehicles","V9MINBUS"
"Cantonese","item_488",1.6989639076,10.3748561714,7.0890727224,0.779222,1.07848,0.152929,2.96412,24.4077,17.1907,"vehicles","V9TAXIC"
"Cantonese","item_489",1.7266676146,10.930565642,8.3407075307,0.699471,1.42644,0.0622871,3.08523,26.5153,20.083,"vehicles","V9MTR"
"Cantonese","item_49",1.36822234224,0.94287526128,3557.057523254,0.0513044,0.0921768,2.22798,3.32144,2.29677,9296.82,"people","P2HKITTY"
"Cantonese","item_490",1.9655959004,4.3308891612,40.1892155712,0.541156,0.377121,0.0768222,3.91187,11.307,121.768,"vehicles","V9LTRAIL"
"Cantonese","item_491",1.6344250912,12.43752358,7.005536344,0.687579,1.27905,0.0552428,2.87004,28.916,18.0478,"vehicles","V9TRAIN"
"Cantonese","item_492",1.7951466696,6.7172532112,13.49543207236,0.624913,0.959081,0.0215921,3.32082,17.0271,28.4932,"vehicles","V9TRAM"
"Cantonese","item_493",1.3891257886,9.5263710212,7.94891004316,0.555023,0.801799,0.0275295,2.58308,21.4314,22.7656,"vehicles","V9BIBOO"
"Cantonese","item_494",1.676207306,17.032523798,8.493206147948,0.538338,1.35724,0.00213074,3.28214,48.2672,22.807,"vehicles","V9AMBULC"
"Cantonese","item_495",1.8347121416,10.43530799,10.1087516954,0.714022,1.58465,0.0740816,3.30358,25.4956,23.2152,"vehicles","V9FIRETR"
"Cantonese","item_496",1.3230745726,17.5906531206,3.52221665868,0.627848,1.11517,0.0136791,2.50003,35.6749,12.6789,"household","H10CUP"
"Cantonese","item_497",1.467438569,16.94123619,4.90689236816,0.678344,1.65841,0.0129725,2.67093,37.4225,14.7387,"household","H10BOWL"
"Cantonese","item_498",1.5473798038,15.0850194088,6.02396481488,0.672966,1.68371,0.0420276,2.91066,33.9532,17.9211,"household","H10PLATC"
"Cantonese","item_499",1.7040400486,10.793420908,7.63423873556,0.678619,1.2549,0.0650048,2.94694,27.4579,18.2283,"household","H10BOTTC"
"Cantonese","item_5",1.6270818406,4.4387550974,11.66763451754,0.656653,0.502749,0.0220431,2.92358,10.6313,24.9448,"sounds","S1CARC"
"Cantonese","item_50",1.8347817576,7.7599291856,10.26179802778,0.675367,0.572644,0.0503686,3.10193,20.9233,20.9835,"people","P2POCMON"
"Cantonese","item_500",1.925195093,3.0726366678,17.33025334334,0.651173,0.366453,0.993288,3.55265,7.86211,32.7113,"household","H10NIPPL"
"Cantonese","item_501",1.3828154464,14.1483514626,4.519626316908,0.600719,1.35442,0.00912434,2.48704,32.8147,14.116,"household","H10SPOOC"
"Cantonese","item_502",1.7388906776,11.63818834,7.13612904162,0.685043,1.80485,0.0413909,2.77303,30.2196,15.5264,"household","H10CHOPS"
"Cantonese","item_503",1.5194838032,12.987921173,6.0023155332,0.657398,1.34781,0.0413579,2.94517,31.342,18.4024,"household","H10FORK"
"Cantonese","item_504",1.6649616926,11.7657912436,7.122093291274,0.690971,1.49593,0.0086971,2.95909,28.6734,17.3813,"household","H10KNIFE"
"Cantonese","item_505",1.9208894392,6.5457139494,12.42483899432,0.744535,0.91491,0.123429,3.37665,15.9771,25.1811,"household","H10POT2"
"Cantonese","item_506",1.8237484094,9.4548025856,11.461257706362,0.579206,1.24735,0.0052055,3.23379,24.8904,25.0203,"household","H10COOKE"
"Cantonese","item_507",1.7960522838,7.1035996778,14.755322232684,0.6156,0.852392,0.0576919,3.41706,17.9766,32.9602,"household","H10POTC"
"Cantonese","item_508",1.7260458094,12.795532887,7.9289137183,0.692105,1.49946,0.0297063,3.10913,30.0097,19.7596,"household","H10TEAPO"
"Cantonese","item_509",1.9603109118,5.634693679,10.02406908604,0.765678,0.48695,0.0587759,3.51316,15.1348,20.5982,"household","H10LIGHT"
"Cantonese","item_51",1.7747785016,10.6609656758,8.22772865152,0.714525,0.969752,0.0611556,3.2748,28.0918,20.2697,"people","P2SUPERM"
"Cantonese","item_510",1.7200531548,15.8491116876,7.1477640579304,0.472206,0.769375,0.000307575,3.38072,49.6654,18.8137,"household","H10PHONE"
"Cantonese","item_511",1.7625669158,8.064838314,8.01470998958,0.719041,1.31943,0.0384084,2.85899,20.146,16.8657,"household","H10WATCH"
"Cantonese","item_512",1.6606100838,8.7596984428,8.8484074441,0.662027,1.27393,0.0071795,2.92531,21.8313,20.6481,"household","H10CLOCK"
"Cantonese","item_513",1.6424053964,14.053438158,6.46741677542,0.76193,1.83842,0.020211,2.88178,29.6621,16.4367,"household","H10CAMEC"
"Cantonese","item_514",1.6673384502,11.757634506,7.50719239568,0.699653,1.61075,0.0553389,2.79575,27.7035,17.5987,"household","H10BATTC"
"Cantonese","item_515",1.8817717484,9.9746667096,10.83012608888,0.663732,1.35269,0.0140215,3.43575,25.8543,23.9163,"household","H10RADIO"
"Cantonese","item_516",1.939635154,3.9531070796,28.43329821706,0.563917,0.521911,0.167716,3.72882,9.68713,58.2213,"household","H10CD"
"Cantonese","item_517",1.528003003,13.1884699758,5.05047789286,0.672875,1.52223,0.013014,2.54006,30.7654,13.2526,"household","H10QUILT"
"Cantonese","item_518",1.6861613346,13.392163826,6.25023616686,0.72148,1.69684,0.0354268,2.73937,31.073,14.7605,"household","H10PILLO"
"Cantonese","item_519",1.2801998332,23.09153665,3.363438809816,0.622606,3.39102,0.00313455,2.15462,54.2207,10.3761,"household","H10MEDIC"
"Cantonese","item_52",1.8346794834,11.6130182688,8.274877306336,0.527871,1.28081,0.0037488,3.15334,30.5257,18.7596,"people","P2PERSON"
"Cantonese","item_520",1.5227579116,11.1524790356,5.87718240204,0.672357,1.22119,0.0265912,2.58755,25.7918,15.3722,"household","H10COMB"
"Cantonese","item_521",1.7642173066,6.572220354,12.54788100908,0.62195,0.861379,0.102217,3.30532,16.2635,28.4811,"household","H10BRUSH"
"Cantonese","item_522",1.7203296334,13.6230373268,6.58411132962,0.693053,1.19677,0.0289765,3.02466,33.1221,16.5006,"household","H10TOOBR"
"Cantonese","item_523",1.8688821936,12.861171054,7.97874237694,0.780215,2.01946,0.0948419,3.02249,31.5408,17.0913,"household","H10TPAST"
"Cantonese","item_524",1.56899695,11.748863646,7.283521796608,0.558286,1.15429,0.00321856,2.9744,29.0925,20.6713,"household","H10BASIN"
"Cantonese","item_525",1.798115318,10.242232993,9.48179905346,0.691347,1.3395,0.0375226,3.22929,25.1957,21.8524,"household","H10SOAPC"
"Cantonese","item_526",1.6135407556,9.8538034976,6.70421044054,0.777636,1.20961,0.0750252,2.7912,19.8469,16.8827,"household","H10TOWEL"
"Cantonese","item_527",1.6133457262,12.599181208,6.747964574554,0.630105,1.72705,0.00685309,2.74689,33.8303,16.2598,"household","H10TPAPC"
"Cantonese","item_528",1.5814426486,9.6093792494,6.92885439876,0.64671,1.38521,0.0275815,2.68181,23.3273,17.0052,"household","H10PAPER"
"Cantonese","item_529",1.7954942206,13.340166684,7.103776688,0.794573,2.22629,0.144415,2.82778,31.7514,15.5876,"household","H10SCISC"
"Cantonese","item_53",1.5128106374,10.8700149598,5.225018560304,0.625372,1.24535,0.00764812,2.43113,30.437,12.4985,"food_drink","E3WATER"
"Cantonese","item_530",1.7910123082,9.431100784,10.64450571896,0.69196,1.2207,0.0463162,3.06292,23.3154,23.4248,"household","H10RULER"
"Cantonese","item_531",1.9251428666,8.9064093196,11.33565197244,0.657346,1.22022,0.0948734,3.59286,21.5891,25.6803,"household","H10ERASE"
"Cantonese","item_532",1.7925212824,12.696062906,7.8183264819,0.735954,1.50092,0.0262933,3.21893,31.0112,19.0457,"household","H10NEWSP"
"Cantonese","item_533",1.7234265298,11.050479336,7.25829117842,0.797982,1.58734,0.0475565,2.95922,26.5214,16.8183,"household","H10GLASS"
"Cantonese","item_534",1.6882661446,9.5835742928,9.30185286454,0.68174,1.22978,0.0629102,2.94626,22.7403,21.8252,"household","H10PICTU"
"Cantonese","item_535",1.6832424122,13.5243002834,8.10174319054,0.566093,1.17704,0.00381978,3.15937,36.3222,21.142,"household","H10HANGE"
"Cantonese","item_536",1.728913894,11.9328233944,8.0869285158,0.662225,0.982696,0.0266513,3.03025,29.4213,19.4469,"household","H10STRIN"
"Cantonese","item_537",1.5129067962,13.079183626,5.526067085076,0.608913,1.54445,0.00818533,2.59611,32.6456,14.616,"household","H10BAGC"
"Cantonese","item_538",1.71173222,15.16137991,6.2681230514,0.804229,1.78853,0.0723255,3.07493,31.1608,16.6851,"household","H10SCBAG"
"Cantonese","item_539",2.1452886328,6.9044973704,12.78098042174,0.660592,0.9558,0.0862465,3.80105,19.4735,24.9914,"household","H10WALLE"
"Cantonese","item_54",1.5480078004,3.29500739626,9.01887818988,0.631827,0.177546,0.0496647,2.77011,8.93959,20.3574,"food_drink","E3MILK"
"Cantonese","item_540",1.46070961,13.876715438,4.83368923624,0.701924,1.75547,0.0293939,2.61287,30.9406,14.2435,"household","H10MONEY"
"Cantonese","item_541",1.5218857072,13.108375322,5.49563267118,0.661911,1.91063,0.0154915,2.48981,30.6918,13.5321,"household","H10KEYSC"
"Cantonese","item_542",1.7282355774,7.8043307102,11.39267000046,0.604357,1.06388,0.0199185,3.13983,19.413,25.6591,"household","H10CLOTH"
"Cantonese","item_543",1.48254507,15.183385694,5.825727009554,0.589963,1.92795,0.0129023,2.48668,37.3889,15.3494,"household","H10BOX"
"Cantonese","item_544",1.6406732506,10.877833809,7.93952162094,0.680261,1.79702,0.0214251,2.73044,25.4518,18.3757,"household","H10BUCKE"
"Cantonese","item_545",2.1186329394,6.5411701434,14.66375712252,0.742696,1.01578,0.104599,4.00061,16.3529,29.1144,"household","H10BASKE"
"Cantonese","item_546",1.4988275308,15.5964115434,6.475917540714,0.539432,1.16788,0.00496733,2.69372,43.1198,17.8843,"household","H10BROOM"
"Cantonese","item_547",1.8280181902,9.0568987496,10.70004514576,0.639393,1.17708,0.0478637,3.19838,22.4216,23.4563,"household","H10MOPC"
"Cantonese","item_548",1.7650396596,13.3161679454,7.25460644248,0.630581,1.07861,0.0229366,3.3069,37.5708,18.7402,"household","H10GARBA"
"Cantonese","item_549",1.4377085412,11.705346374,4.79646604264,0.669885,1.22456,0.0286402,2.386,27.7525,12.818,"outside","O11WATER"
"Cantonese","item_55",1.6900527166,10.6155885618,7.038924262902,0.681785,1.2752,0.0018932,2.89881,27.4661,16.5403,"food_drink","E3SOUP"
"Cantonese","item_550",1.6447507162,8.3691286766,7.051551934888,0.675874,0.383715,0.00145675,3.09275,20.6119,17.5062,"outside","O11FLOWE"
"Cantonese","item_551",1.5437014674,8.5973265134,7.31061066338,0.683875,0.938545,0.0946669,2.76545,19.2409,19.1712,"outside","O11TREE"
"Cantonese","item_552",1.618159623,7.010036053,10.72080548552,0.579998,0.725164,0.0585895,2.97972,16.3631,25.8874,"outside","O11LEAF"
"Cantonese","item_553",1.4625133144,10.9773407396,7.34775954747,0.587658,0.938286,0.00641317,2.8862,25.3161,21.5653,"outside","O11GRASS"
"Cantonese","item_554",2.039300893,8.1484711836,13.5808351832318,0.747091,0.977146,0.000757659,3.94049,19.3232,28.728,"outside","O11EARTC"
"Cantonese","item_555",1.7638561742,8.9915615424,10.381776744708,0.60232,1.08751,0.00988844,3.27325,23.0937,24.1059,"outside","O11SAND"
"Cantonese","item_556",1.8159847688,10.98313799,9.22282962214,0.770593,1.97077,0.0267831,3.0457,26.0885,19.8117,"outside","O11STONE"
"Cantonese","item_557",1.4833008536,11.16987295,5.300449132538,0.59546,0.914164,0.00497709,2.39738,28.2809,13.1838,"outside","O11RAIN"
"Cantonese","item_558",1.5875047766,11.2935354748,6.288972404212,0.6166,0.988611,0.0050375,2.89686,27.1852,16.7553,"outside","O11UMBRC"
"Cantonese","item_559",1.5622154702,16.673991814,5.27739962612,0.725348,2.54312,0.0509208,2.52247,37.7011,13.3647,"outside","O11WIND"
"Cantonese","item_56",1.7265797806,6.321552627,10.13911511432,0.625515,0.814143,0.0138042,3.05088,16.4102,22.0376,"food_drink","E3JUICE"
"Cantonese","item_560",1.9455647566,9.2175083744,11.166719057576,0.574354,0.95691,0.00963701,3.69704,25.1928,24.6776,"outside","O11THUND"
"Cantonese","item_561",1.6916683656,11.34515148,7.96427122522,0.678452,1.51625,0.0254573,2.93442,27.6886,19.083,"outside","O11SKY"
"Cantonese","item_562",1.691679749,9.3991456824,9.58459741016,0.608722,1.13043,0.0519972,3.174,22.3399,24.1381,"outside","O11CLOUD"
"Cantonese","item_563",1.619906341,15.116105589,7.487340852942,0.60914,1.14761,0.00382586,3.38797,35.9646,22.3223,"outside","O11MOUNT"
"Cantonese","item_564",1.1032842626,24.933770902,3.06740533973,0.550768,2.39881,0.00539789,2.09727,50.6636,12.7266,"outside","O11SEA"
"Cantonese","item_565",1.8084073208,7.7801025536,9.98659758842,0.732311,1.05274,0.0383302,3.24304,19.3022,21.7943,"outside","O11SPINC"
"Cantonese","item_566",1.5750766222,13.3883830528,6.93147416236,0.630346,1.34939,0.0568574,3.0356,32.4101,19.8389,"outside","O11SWINC"
"Cantonese","item_567",1.8580965074,11.603687014,8.194034401064,0.56827,1.17384,0.00162069,3.17705,30.5882,18.1163,"outside","O11SLIDE"
"Cantonese","item_568",1.7127743532,6.2991104138,13.35800374094,0.617978,0.759422,0.0302206,3.19873,15.2411,29.5814,"outside","O11LADDE"
"Cantonese","item_569",1.7004468714,13.101010764,7.47026086191,0.570333,1.3233,0.00449164,3.0117,34.2227,18.3904,"outside","O11SUN"
"Cantonese","item_57",1.4950366404,7.7799871528,8.22990364536,0.618273,0.770994,0.0163764,2.65636,19.3255,20.2263,"food_drink","E3TEA"
"Cantonese","item_570",1.6584036726,8.9795969946,8.645110850852,0.502813,1.11763,0.00492221,2.98164,21.1809,21.2531,"outside","O11STAR"
"Cantonese","item_571",1.7507142262,9.6043192632,8.62039684714,0.798934,1.22559,0.035696,3.1551,21.8841,20.1641,"outside","O11MOON"
"Cantonese","item_572",1.5211699346,4.4556502288,12.40662251388,0.500223,0.403757,0.0312679,2.72904,12.2389,27.7093,"outside","O11STREE"
"Cantonese","item_573",1.888150601,12.222713152,8.9038161568,0.686734,1.78599,0.0149638,3.40059,31.2362,20.6254,"outside","O11ROADC"
"Cantonese","item_574",2.0279155282,11.051089783,10.64978418678,0.71939,1.52499,0.0197648,3.62606,27.2077,23.1633,"outside","O11BRIDG"
"Cantonese","item_575",1.6815919136,13.396494106,8.23120249346,0.631491,1.51256,0.0164594,3.03118,32.0361,21.0174,"outside","O11TUNNE"
"Cantonese","item_576",1.891485169,9.5337862742,10.80954963404,0.656861,0.769151,0.0349018,4.01819,23.4237,27.4681,"outside","O11POOL"
"Cantonese","item_577",1.967658723,9.9513937178,11.2785050196028,0.662023,1.05974,0.000723735,3.58719,27.5626,23.906,"outside","O11FOUNT"
"Cantonese","item_578",1.7284495642,10.4256658,10.21167053884,0.686982,1.31499,0.15319,3.02645,24.42,23.8269,"outside","O11FLAG"
"Cantonese","item_579",1.8957736104,7.8140993904,7.65187095718,0.722463,0.826745,0.09749,3.20453,19.8635,16.563,"clothing","C12SHOES"
"Cantonese","item_58",1.9637230584,7.52162871,11.39845924968,0.600292,0.55665,0.0111756,3.79983,20.889,25.2253,"food_drink","E3SODA"
"Cantonese","item_580",1.682751049,13.852946356,6.56715288118,0.788211,3.21053,0.0248686,2.69093,33.9759,14.3723,"clothing","C12SLIPP"
"Cantonese","item_581",1.8776207466,14.131773114,8.3155422904,0.743105,1.9655,0.0179166,3.144,34.0247,18.1898,"clothing","C12SNEAC"
"Cantonese","item_582",1.4060355418,13.2026999958,4.80237502398,0.603867,1.40671,0.0129093,2.54262,30.1655,14.5874,"clothing","C12SOCKS"
"Cantonese","item_583",1.542248902,12.780500576,5.197619893078,0.694772,1.66118,0.00970359,2.54194,31.2996,12.9865,"clothing","C12CLOTC"
"Cantonese","item_584",1.9890046826,10.017800716,12.12826431784,0.73874,1.34987,0.012067,3.69583,25.4207,26.2764,"clothing","C12PAJAM"
"Cantonese","item_585",1.8044894252,13.43744993,8.72393799704,0.79563,1.99991,0.0421407,3.305,30.3742,21.3989,"clothing","C12VEST"
"Cantonese","item_586",1.9045566066,8.5867273622,10.69907870374,0.674781,0.844591,0.0697688,3.51305,20.8508,23.9955,"clothing","C12COATC"
"Cantonese","item_587",2.0094426196,6.1368047682,17.88975261112,0.676626,0.876342,0.0466523,3.80314,14.5294,35.3088,"clothing","C12TSHIR"
"Cantonese","item_588",2.1158077274,7.6632158758,15.807375016,0.752983,0.982202,0.39707,3.95904,19.2216,32.5207,"clothing","C12SWEAC"
"Cantonese","item_589",1.7254379068,12.324434504,6.15881163322,0.74078,1.26278,0.0665011,2.97619,29.8708,15.2748,"clothing","C12PANTS"
"Cantonese","item_59",1.6511995266,6.7347245254,9.345349381942,0.687189,0.709963,0.00998421,3.03189,15.9275,21.6788,"food_drink","E3COLA"
"Cantonese","item_590",1.8129097498,15.802438506,7.34703102948,0.769554,2.29776,0.0193163,3.11786,36.8798,16.9538,"clothing","C12PANTC"
"Cantonese","item_591",2.0285394024,8.1817686636,14.3639389394,0.620791,0.834865,0.0357389,3.80462,20.8816,29.7948,"clothing","C12JEANS"
"Cantonese","item_592",1.6127213468,9.5419315182,8.69504105382,0.600012,1.14285,0.0330957,2.80602,25.7429,20.6549,"clothing","C12SKIRT"
"Cantonese","item_593",1.6746046798,9.1884000088,7.182761412324,0.589084,0.700334,0.0101822,2.9368,26.4634,17.0372,"clothing","C12DIAPR"
"Cantonese","item_594",1.7003663002,7.340343658,11.18495581496,0.680891,1.04018,0.0129836,3.10433,17.0953,25.0606,"clothing","C12BIBC"
"Cantonese","item_595",1.7519219576,9.445658142,7.59654506174,0.696368,1.08058,0.020001,3.02751,23.9067,17.3811,"clothing","C12HAT"
"Cantonese","item_596",1.5296658808,21.571135692,7.64805208487,0.484921,1.55812,0.000127952,3.14604,61.3628,22.9109,"clothing","C12SCARC"
"Cantonese","item_597",2.0349900748,5.4077900068,18.89789117648,0.609393,0.625458,0.108856,3.87157,13.5173,36.5322,"clothing","C12TIE"
"Cantonese","item_598",1.788579142,10.4252176146,9.90563794892,0.616794,1.2019,0.0235448,3.17397,27.5345,22.5538,"clothing","C12BELT"
"Cantonese","item_599",1.95664528,14.4788224214,9.79514245916,0.609239,0.867014,0.0238782,4.57788,35.8837,28.0398,"clothing","C12GLOVC"
"Cantonese","item_6",1.7924076672,5.2016413522,12.86141528322,0.686702,0.61333,0.34121,3.352,12.7859,27.9118,"sounds","S1BIBOO"
"Cantonese","item_60",1.903040155,4.6149123304,14.09209048712,0.569639,0.469225,0.0176141,3.80611,11.9424,29.6229,"food_drink","E3FOOD"
"Cantonese","item_600",1.6902669084,12.474224686,7.250230723448,0.696142,1.43244,0.00282889,2.95719,29.8772,17.1934,"clothing","C12BUTTC"
"Cantonese","item_601",1.8284467708,12.0307871416,8.61146636198,0.645144,1.17115,0.0217262,3.35881,29.6243,20.8045,"clothing","C12ZIPPC"
"Cantonese","item_602",1.9354551338,7.433227143,11.73421384756,0.697532,1.05361,0.098729,3.50982,18.5414,24.7432,"clothing","C12NECLC"
"Cantonese","item_603",1.5235671462,17.1420453138,5.38505979978,0.579195,1.21188,0.0148913,2.86234,44.848,15.5262,"body_parts","B13HEAD"
"Cantonese","item_604",2.063205556,9.6245487936,9.304217863302,0.591056,0.814983,0.00538123,3.94766,25.9494,20.919,"body_parts","B13HAIR"
"Cantonese","item_605",1.589732997,11.63195773,6.234579792834,0.563442,1.60707,0.00491106,2.67441,28.9703,15.3332,"body_parts","B13FACEC"
"Cantonese","item_606",2.1064899454,9.3276370902,13.26370852216,0.609887,0.879412,0.068544,4.40437,25.1916,30.5454,"body_parts","B13CHEEC"
"Cantonese","item_607",2.154293247,5.8061995144,10.3277721732,0.847162,0.603293,0.435814,3.7095,14.9157,19.9844,"body_parts","B13EYEC"
