"language","item.id","delta_Mean","k_Mean","lambda_Mean","start_Mean","delta_HDIlow","k_HDIlow","lambda_HDIlow","start_HDIlow","delta_HDIhigh","k_HDIhigh","lambda_HDIhigh","start_HDIhigh","category","item"
"Danish","item_242",1.1824118046,7.2909420982,5.6969619521,10.2772764296,0.581571,0.808854,0.0194805,3.43332,1.9473,17.4501,14.6299,15.4775,"household","i_08_29"
"Danish","item_243",1.2093670892,11.4505442534,2.91322581928,8.21638043292,0.611626,1.29932,0.0073213,1.85925,1.82306,27.5564,7.39962,13.57,"household","i_08_30"
"Danish","item_244",1.0676952732,10.091102501,2.25361566944,10.4423966916,0.602891,1.12713,0.0363992,5.78767,1.57457,24.6749,5.96182,14.3782,"household","i_08_31"
"Danish","item_245",1.0168165584,7.207855396,2.40256506304,11.454243664,0.585556,0.972897,0.0170892,7.64514,1.53641,16.9975,6.65747,14.6433,"household","i_08_32"
"Danish","item_246",1.2664875132,12.631751196,3.20620920094,6.245176043824,0.643225,1.20157,0.0244137,0.138472,1.89889,31.248,8.15977,11.3846,"household","i_08_33"
"Danish","item_247",1.6016332496,4.507481747,15.04345027912,6.7644000414322,0.626348,0.4748,0.188498,0.0320041,2.92349,11.324,30.6832,12.8205,"household","i_08_34"
"Danish","item_248",1.182446182,8.0604429226,3.00581116954,10.77060884368,0.696198,1.11757,0.0858126,5.46876,1.72615,18.8932,7.16871,14.6604,"household","i_08_35"
"Danish","item_249",1.0836610276,9.78064561,2.5362435082,9.7386547246,0.592311,0.694256,0.0136111,3.857,1.69892,26.0216,7.01131,14.8611,"household","i_08_36"
"Danish","item_25",1.2244033258,6.0228868382,5.033737491826,11.3658927225,0.565617,0.586569,0.00767448,6.16576,1.98077,15.6806,12.155,15.5065,"animals","i_02_13"
"Danish","item_250",1.1334399444,6.826202241,3.631348853824,11.9497206188,0.53951,0.588625,0.00888382,7.03136,1.81904,19.489,9.67739,15.743,"household","i_08_37"
"Danish","item_251",1.3380095952,7.333584891,4.33031752012,10.341578893384,0.774481,0.733146,0.177129,3.82149,2.00129,17.8311,9.55172,15.1965,"household","i_08_38"
"Danish","item_252",1.3457311536,8.2435696424,5.63282963392,8.40780523198,0.661723,0.931607,0.0107419,1.25632,2.1769,20.9009,13.127,14.4205,"household","i_08_39"
"Danish","item_253",1.2855837846,17.11514536,3.551146550442,6.0373854182388,0.508571,1.08124,0.00148749,0.0117992,1.98774,49.2643,9.20436,11.8031,"household","i_08_40"
"Danish","item_254",1.3206181858,5.0345720954,8.55283811938,12.0482898711,0.528374,0.496386,0.047582,4.83733,2.31378,13.4296,20.2343,16.8871,"household","i_08_41"
"Danish","item_255",1.2061274294,9.3829980542,3.64900426336,10.06262527174,0.628741,1.12718,0.0126043,3.28714,1.81653,25.961,8.8953,14.7711,"household","i_08_42"
"Danish","item_256",0.9011888062,4.0966191626,3.95729947442,14.273667184,0.476447,0.845535,0.0179909,12.4487,1.3933,8.8945,10.6982,15.6543,"household","i_08_43"
"Danish","item_257",1.0123252334,6.4893935688,2.423696999182,12.220801086,0.584707,0.961977,0.00169351,8.8915,1.52415,15.3989,6.48103,14.9982,"household","i_08_44"
"Danish","item_258",1.0423867052,6.2410299148,3.412136922466,10.11084326506,0.572955,0.480814,0.00434334,4.62495,1.61267,15.1223,9.04564,14.2285,"household","i_08_45"
"Danish","item_259",1.6677790004,8.5605023952,8.8824091887,6.661391512174,0.627342,0.438428,0.0393496,0.00380685,2.86861,23.8164,19.3896,13.9057,"household","i_08_46"
"Danish","item_26",1.3777669652,4.9939614746,10.14774191445,10.64894929846,0.515442,0.396914,0.00306549,2.70948,2.44836,13.2118,22.8176,16.1654,"animals","i_02_14"
"Danish","item_260",0.9678124974,4.6317192342,4.025745676328,15.670022826,0.455527,0.771283,0.00834714,13.544,1.51764,11.5108,10.5401,17.2874,"household","i_08_47"
"Danish","item_261",1.8146092496,5.4370685466,13.5575792048,6.703024470584,0.636901,0.534319,0.371379,0.0181085,3.26195,14.5948,26.9471,13.5826,"household","i_08_48"
"Danish","item_262",1.1841287288,10.3573166906,3.7160231914,9.626953069324,0.552578,0.828758,0.0095142,2.91111,1.87242,26.889,10.0258,15.1834,"household","i_08_49"
"Danish","item_263",1.4928986422,9.0398677986,6.6726497659,5.789474834146,0.71011,1.27101,0.146308,0.0260966,2.33756,21.3492,14.8978,11.3018,"household","i_08_50"
"Danish","item_264",1.6272068458,3.5754837008,21.762757755408,10.514334332278,0.454278,0.24185,0.00323044,1.61206,3.32124,9.78648,43.2625,17.4902,"furniture_rooms","i_09_1"
"Danish","item_265",1.2763285984,5.3650267288,7.7028023701,11.01592831352,0.554735,0.443234,0.0190996,4.25721,2.18723,13.7518,18.2357,15.6383,"furniture_rooms","i_09_2"
"Danish","item_266",1.1001557924,9.34370442,2.6834154689,9.89609215236,0.653379,1.23728,0.0364081,4.64814,1.60044,21.2705,6.85506,14.057,"furniture_rooms","i_09_3"
"Danish","item_267",1.1010156474,8.7649740638,3.2186111433,9.43549862996,0.583866,0.79524,0.0104872,3.13783,1.71557,21.0826,8.74265,14.4821,"furniture_rooms","i_09_4"
"Danish","item_268",1.2102764568,16.352081236,2.8067481182,6.22753397183,0.633877,1.52392,0.0182059,0.0495672,1.84888,38.1208,7.71873,11.5126,"furniture_rooms","i_09_5"
"Danish","item_269",1.1572752282,9.9660454824,4.76282037878,9.066826167156,0.550329,1.48827,0.0408483,1.79947,1.80808,23.8758,12.6452,14.6022,"furniture_rooms","i_09_6"
"Danish","item_27",0.9165920494,5.9752229586,3.386133439212,13.737409774,0.449289,0.913868,0.00295943,11.0402,1.4389,13.9624,9.68152,15.7532,"animals","i_02_15"
"Danish","item_270",1.409174774,12.088033942,4.550542074,5.3281346794952,0.798714,1.72572,0.185149,0.00695891,2.09782,26.9533,10.3194,10.6141,"furniture_rooms","i_09_7"
"Danish","item_271",1.6698043262,11.2941656164,6.14304498676,4.2344116489902,0.760322,1.15224,0.0696189,0.000147121,2.53893,27.0963,12.6385,9.68804,"furniture_rooms","i_09_8"
"Danish","item_272",1.377368861,12.7528062574,4.12159235054,5.620720687292,0.741325,1.71649,0.0850549,0.00836754,2.07687,31.2787,9.66475,11.0712,"furniture_rooms","i_09_9"
"Danish","item_273",1.0413870066,5.579465846,2.74366632373,12.945167168,0.527479,0.678766,0.00111289,10.1903,1.57515,14.1221,6.8189,15.3727,"furniture_rooms","i_09_10"
"Danish","item_274",1.4088765436,7.656054464,5.81231706864,7.302863366218,0.747026,0.926584,0.0528706,0.493905,2.15946,18.7471,12.5242,12.9947,"furniture_rooms","i_09_11"
"Danish","item_275",0.9496755464,8.6150573622,2.524023556237,12.988075516,0.400024,0.936615,0.000210682,9.72707,1.48216,27.4268,7.26028,15.5777,"furniture_rooms","i_09_12"
"Danish","item_276",1.214016775,8.0158536478,4.21281353944,10.34825892706,0.631169,0.958588,0.0403476,4.17238,1.8704,21.297,10.1558,15.1285,"furniture_rooms","i_09_13"
"Danish","item_277",0.8034273094,5.366512577,2.313855740258,14.506036294,0.431955,1.21632,0.00390566,13.0887,1.17392,11.783,6.50133,15.7152,"furniture_rooms","i_09_14"
"Danish","item_278",1.331747456,12.2737627086,3.50264635576,6.7866392354836,0.735941,1.33256,0.0648153,0.000764318,1.96637,31.3085,8.20634,11.9105,"furniture_rooms","i_09_15"
"Danish","item_279",1.009794375,7.2408726562,2.189540223546,12.29140637853,0.571153,0.847095,0.00575426,9.00035,1.52241,17.9056,5.81392,14.9994,"furniture_rooms","i_09_16"
"Danish","item_28",1.0655116408,5.1444525828,4.143991954706,13.2094432328,0.51418,0.571303,0.00104407,10.1718,1.74588,13.7038,10.6568,15.7482,"animals","i_02_16"
"Danish","item_280",0.9406076686,8.5562804644,1.69065394982,12.51481343,0.482459,0.846845,0.000649649,9.57782,1.4241,22.4449,4.77122,15.055,"furniture_rooms","i_09_17"
"Danish","item_281",1.6016458928,7.3427705672,10.16375613134,6.283357134434,0.676108,0.874133,0.127654,0.00119268,2.71184,19.1565,21.8281,12.4036,"furniture_rooms","i_09_18"
"Danish","item_282",1.2995471348,8.1794666424,6.3413130371,8.397473212168,0.586792,0.915518,0.0307996,1.27123,2.13676,20.637,15.7011,14.7391,"furniture_rooms","i_09_19"
"Danish","item_283",1.1986905494,9.888957709,3.598486877574,8.97654962734,0.678328,1.54939,0.00363594,2.38348,1.8134,24.0976,8.87745,14.122,"furniture_rooms","i_09_20"
"Danish","item_284",1.3233990954,8.3137242076,5.59593673544,8.8020101486328,0.614578,0.823666,0.0326923,1.60091,2.08513,21.5425,13.3322,15.0198,"furniture_rooms","i_09_21"
"Danish","item_285",1.8166674214,3.9468140592,16.9448015093,6.4809223288768,0.632744,0.490731,1.49035,0.000733474,3.39516,9.90544,32.6984,12.6295,"furniture_rooms","i_09_22"
"Danish","item_286",1.320396921,10.1530357452,4.55172291388,7.9155220175156,0.682732,1.17913,0.0207109,0.976668,2.04625,24.413,10.932,14.0026,"furniture_rooms","i_09_23"
"Danish","item_287",1.1199181238,8.8726576676,3.41159579548,10.45408049244,0.611113,1.38966,0.0191347,4.90826,1.69574,21.924,8.61554,14.8552,"furniture_rooms","i_09_24"
"Danish","item_288",1.7173825336,4.9432631698,12.5206912222,6.507345147882,0.716484,0.436414,0.145298,0.0100346,2.95325,11.9672,24.1304,12.7902,"furniture_rooms","i_09_25"
"Danish","item_289",1.146619946,10.3245904284,2.97722362434,9.45290793952,0.610988,1.27434,0.0116843,3.32014,1.71739,27.5389,7.55194,14.2248,"furniture_rooms","i_09_26"
"Danish","item_29",1.1320422664,5.9399628622,2.92836890016,10.5399319144,0.606485,0.288149,0.0414848,4.70256,1.70432,16.7174,7.16645,15.1925,"animals","i_02_17"
"Danish","item_290",1.1588262024,10.03259823,2.9921137008,9.6849970238,0.660362,1.50229,0.0270574,3.95983,1.70246,25.4316,7.29662,14.3773,"furniture_rooms","i_09_27"
"Danish","item_291",1.208769613,7.9311442364,4.95912774104,9.924479901438,0.554974,0.953398,0.0247742,3.43486,1.86936,21.789,12.1142,15.0459,"furniture_rooms","i_09_28"
"Danish","item_292",1.3913168574,11.13553863,4.71874973562,6.8790033830766,0.787556,1.45573,0.0702354,0.295035,2.15337,26.9396,10.9577,12.4691,"furniture_rooms","i_09_29"
"Danish","item_293",1.5854583974,6.4647003558,10.49676769532,8.051226023166,0.59185,0.571452,0.0562988,0.147148,2.73268,17.1325,22.2079,14.5289,"furniture_rooms","i_09_30"
"Danish","item_294",1.8521460132,5.8465453612,13.7117113762,5.389471085912,0.661023,0.686498,0.216268,0.00321851,3.2545,15.8604,26.685,11.4899,"furniture_rooms","i_09_31"
"Danish","item_295",0.9439047576,2.9674845516,3.085355777442,14.55954438,0.477118,0.501215,0.00296585,13.1901,1.42305,7.18502,7.58946,15.6733,"furniture_rooms","i_09_32"
"Danish","item_296",1.2028887504,13.052546332,2.95164807988,7.3044565994,0.716015,1.68834,0.0532837,0.837851,1.82636,30.3683,7.72978,12.5636,"furniture_rooms","i_09_33"
"Danish","item_297",1.5281316616,1.9625795424,180.3256928303,15.40305230072,0.283318,0.135168,0.0712315,3.23851,3.24277,5.32367,800.106,20.9228,"outside","i_10_1"
"Danish","item_298",1.0058275532,6.321011546,2.678465733742,12.611324528,0.59539,1.33043,0.00798331,9.84104,1.48894,14.2645,6.89663,14.9434,"outside","i_10_2"
"Danish","item_299",1.1544079838,13.3507604052,2.39654466388,8.096459582094,0.65491,1.22698,0.026849,1.64166,1.74649,35.1395,6.52912,13.622,"outside","i_10_3"
"Danish","item_3",0.8059940406,2.0591132054,3.853845685436,13.220599354,0.394246,0.279461,0.0010935,10.452,1.23152,5.52491,9.98288,15.3249,"sounds","i_01_3"
"Danish","item_30",1.4044158866,5.1471172132,11.82712690542,9.19105109224,0.452064,0.478835,0.0349414,1.40213,2.55107,13.9161,27.0481,15.1338,"animals","i_02_18"
"Danish","item_300",1.2500333326,7.0050954208,4.08894878588,8.499375930664,0.638107,0.360339,0.0164881,1.61071,1.93931,20.5361,9.56246,14.124,"outside","i_10_4"
"Danish","item_301",1.248886817,9.3314356074,4.4854579744,8.595662699758,0.608132,0.838592,0.0180993,1.39817,1.96358,25.8082,11.2791,14.525,"outside","i_10_5"
"Danish","item_302",1.099389939,7.9761395028,3.035387377888,11.0203081022,0.545248,0.6031,0.00800494,5.6053,1.70224,25.2997,7.89875,15.0362,"outside","i_10_6"
"Danish","item_303",1.2424273822,6.8153250374,4.32438566662,9.85380024788,0.615488,0.615542,0.0427822,3.33712,1.90499,18.7174,10.3528,15.0747,"outside","i_10_7"
"Danish","item_304",0.9057197272,6.192233096,3.163643026463,13.553592108,0.46125,0.953711,0.000277444,11.028,1.44176,14.6003,9.27314,15.6801,"outside","i_10_8"
"Danish","item_305",1.3579265944,7.8063985516,5.39424203796,9.09523669026,0.624145,0.821622,0.0269768,2.10664,2.12912,19.499,12.3657,14.9704,"outside","i_10_9"
"Danish","item_306",1.273017932,9.0989064404,4.83064554366,9.1226157702,0.684931,1.31651,0.0922286,2.06527,1.96851,22.0403,11.682,15.0727,"outside","i_10_10"
"Danish","item_307",1.1302511724,9.9691741908,2.49918181528,10.5891640216,0.62432,1.15529,0.0455107,5.44383,1.69624,23.4814,6.62139,14.8867,"outside","i_10_11"
"Danish","item_308",1.256829796,8.4429716042,4.32793405908,9.20263774416,0.69619,1.10799,0.094642,2.32571,1.91962,20.1239,10.3205,14.4885,"outside","i_10_12"
"Danish","item_309",1.3795039766,7.298352697,7.03251155828,8.43276657084,0.627986,0.625125,0.0125072,1.16997,2.32568,17.8567,16.3322,14.6114,"outside","i_10_13"
"Danish","item_31",1.1008848408,4.7295706776,6.60803110374,12.2765886086,0.520016,0.726244,0.0110279,7.75888,1.81007,11.456,16.2533,15.4287,"animals","i_02_19"
"Danish","item_310",1.1122995362,7.8926594644,2.868697348094,11.6088017464,0.590737,0.983788,0.00284131,6.98217,1.65203,20.4848,7.09166,15.1676,"outside","i_10_14"
"Danish","item_311",3.254924782,3.8322580868,18.497560884,4.821637239327,1.49436,0.604775,6.93627,0.000603055,5.22326,9.07064,27.5934,11.4879,"outside","i_10_15"
"Danish","item_312",1.1494107906,9.1410688898,3.0129177225,9.245820867234,0.659778,0.900943,0.0324354,2.95959,1.74742,23.2201,7.77606,14.2976,"outside","i_10_16"
"Danish","item_313",1.3059741008,11.8347959082,3.62022338154,7.017554345218,0.720896,0.848676,0.0398172,0.293448,1.95076,32.3563,8.51185,12.5556,"outside","i_10_17"
"Danish","item_314",1.7680714692,6.796819619,8.3193051668,7.42099963838,0.777363,0.516885,0.409852,0.00901058,2.79598,17.5841,16.0181,14.3462,"outside","i_10_18"
"Danish","item_315",0.9511165482,3.973050902,3.140696637682,12.994146548,0.478564,0.340185,0.00385272,10.0774,1.49986,10.5312,8.51004,15.3525,"outside","i_10_19"
"Danish","item_316",1.0873338516,5.2558374914,3.56641860422,12.5389188338,0.558898,0.595479,0.0198422,9.02466,1.69714,13.7921,9.06669,15.375,"outside","i_10_20"
"Danish","item_317",1.1526094334,8.8258709872,3.273246778594,10.00306328128,0.567143,0.632448,0.00548808,3.29246,1.76745,24.376,8.44228,14.6954,"outside","i_10_21"
"Danish","item_318",1.4623429526,9.295980179,7.343808412288,7.9398517943978,0.632454,0.510213,0.00567531,0.000910109,2.54707,24.4539,17.7813,14.7479,"outside","i_10_22"
"Danish","item_319",1.1071132414,15.6152191806,3.80306007819017,9.870194566334,0.319322,0.837929,9.21703e-06,2.17201,1.81101,80.6198,10.468,15.0417,"outside","i_10_23"
"Danish","item_32",0.9647204226,7.1045837566,2.577507796304,11.6273389682,0.534319,0.856712,0.00101067,7.96261,1.49114,16.3769,7.23884,14.6576,"animals","i_02_20"
"Danish","item_320",0.9984083532,7.3797193288,2.073161706022,11.2312173639,0.563104,0.987498,0.00838389,7.50726,1.49479,18.3758,5.64419,14.3951,"outside","i_10_24"
"Danish","item_321",1.2030262328,11.6931366288,3.904163769814,7.518379729878,0.60466,1.26679,0.00771858,0.834219,1.85803,29.3371,10.1176,13.2425,"outside","i_10_25"
"Danish","item_322",1.5584728352,3.6995767278,14.501453394766,12.358278159552,0.539269,0.29429,0.431634,3.17965,2.98873,9.5244,29.7227,17.6786,"outside","i_10_26"
"Danish","item_323",1.3674211006,7.7813540284,7.25199285804,7.96935327988,0.602488,0.951677,0.0187404,0.540425,2.23586,20.2445,16.8298,13.7419,"outside","i_10_27"
"Danish","item_324",1.1584533006,2.7024782392,10.55895819426,16.116477728,0.486749,0.509497,0.0989034,13.9461,2.09917,6.27146,23.4924,17.7642,"outside","i_10_28"
"Danish","item_325",0.885253394,7.551304212,1.8027961846426,14.015762772,0.476934,1.51849,0.000773573,12.0995,1.34117,17.691,5.33047,15.6839,"outside","i_10_29"
"Danish","item_326",1.4583564954,5.705680259,10.36131411182,11.31923994874,0.592431,0.45962,0.158972,2.43124,2.63036,13.9831,23.3561,17.2284,"outside","i_10_30"
"Danish","item_327",0.9434529742,8.092573152,2.352128097058,14.212418686,0.510983,1.51251,0.00546288,11.4211,1.43644,18.3408,6.76606,16.5595,"outside","i_10_31"
"Danish","item_328",1.134134806,10.3059215108,2.6981644025932,9.235164646414,0.565589,0.598188,0.000458153,3.25009,1.7789,27.9802,7.20829,14.4755,"outside","i_11_1"
"Danish","item_329",1.4866844506,7.4427425152,7.57724344998,7.34990947313,0.705243,0.62956,0.0551629,0.0360395,2.49367,18.8632,16.8846,13.1289,"places","i_11_2"
"Danish","item_33",1.0188546916,4.8762273228,3.64112545552,15.265218034,0.54396,0.837784,0.0181867,13.0042,1.57144,11.5121,9.19399,17.2048,"animals","i_02_21"
"Danish","item_330",1.2772158466,9.418310177,4.47615396908,9.473839090218,0.591281,0.666054,0.00731041,2.37301,2.06665,26.3562,11.1449,15.4912,"places","i_11_3"
"Danish","item_331",1.2643350786,8.8061893628,6.49984436282,7.951049043022,0.569277,1.21861,0.0338931,0.808492,2.03645,21.846,16.3681,13.8939,"places","i_11_4"
"Danish","item_332",1.4832264378,6.9172539998,7.88206994852,10.575326204788,0.629439,0.491869,0.0646967,2.02367,2.54777,17.9275,18.0294,17.2038,"places","i_11_5"
"Danish","item_333",1.5982422502,10.3360358924,6.51000087142,5.721594286873,0.774117,0.769486,0.0435916,0.000582935,2.58106,29.1564,13.8736,12.0724,"places","i_11_6"
"Danish","item_334",1.8229355332,9.5377292434,10.33606579878,6.233849210466,0.68124,0.965513,0.0928055,0.00084768,3.23158,25.3808,22.4107,13.2191,"places","i_11_7"
"Danish","item_335",0.9346292148,6.957296648,2.20748660941,12.905100722,0.551476,1.49132,0.00836684,10.4248,1.38578,15.5228,6.03789,15.0474,"places","i_11_8"
"Danish","item_336",2.8065595736,4.0303239838,15.2780098352,4.960459567912,1.28097,0.48226,4.25585,0.00494048,4.27461,10.06,23.2016,11.8266,"places","i_11_9"
"Danish","item_337",1.2776966482,7.9193761088,5.35994337966,9.66187712696,0.649072,0.809291,0.0520863,2.46467,2.01577,18.2711,12.7819,15.7668,"places","i_11_10"
"Danish","item_338",1.0974386896,12.4367397958,2.25506661259,8.867235484604,0.590757,1.18645,0.00513533,2.73046,1.63717,31.6836,6.15378,13.9679,"places","i_11_11"
"Danish","item_339",1.3337517838,9.5628647852,5.37526061862,8.512728209964,0.623256,0.992117,0.0256894,0.871072,2.12446,24.6578,13.0195,14.7839,"places","i_11_12"
"Danish","item_34",1.08883445,7.3103489928,2.46810166606,11.76180823498,0.632051,0.842303,0.0586189,8.01039,1.58608,17.5793,6.21282,15.0216,"animals","i_02_22"
"Danish","item_340",1.7353762536,7.8005963888,8.4304545604,5.46959548223,0.888625,0.884669,0.487369,0.0198793,2.82362,18.4544,17.0638,11.6891,"places","i_11_13"
"Danish","item_341",0.8636737034,7.043953486,1.699372003274,13.278710154,0.447626,1.002,0.00253704,11.1398,1.25952,16.683,4.89507,15.0333,"places","i_11_14"
"Danish","item_342",1.173672339,5.7302687282,4.60448888728,10.38240321816,0.652849,0.722693,0.0218076,4.58826,1.81307,13.7293,10.8753,14.6291,"places","i_11_15"
"Danish","item_343",1.0111049794,9.5540005978,3.039407749983,11.7173360566,0.4689,1.20228,0.000394613,7.19037,1.5993,25.8247,8.55755,15.4568,"places","i_11_16"
"Danish","item_344",1.579655559,8.1624767382,8.1578179662,5.70909100172,0.730169,0.656321,0.147496,0.00210756,2.63439,20.0187,18.0526,12.1171,"places","i_11_17"
"Danish","item_345",1.8043266104,8.2087355106,9.55407302988,5.775639316996,0.772062,0.686594,0.0310567,0.000307375,3.08429,23.2665,19.3124,12.4027,"places","i_11_18"
"Danish","item_346",1.4347757838,6.2328352746,10.1257183517768,10.1885789943,0.467763,0.428587,0.000973634,1.39027,2.60497,18.1503,23.3364,16.713,"places","i_11_19"
"Danish","item_347",1.2540287036,13.399823694,3.48309848302,6.841675816166,0.647963,1.14254,0.0199603,0.674687,1.90351,36.5627,8.78888,12.5812,"places","i_11_20"
"Danish","item_348",1.5365464764,8.5975216742,7.2016887076,6.8745180640564,0.715144,0.930568,0.171741,0.0385881,2.45209,20.485,15.7843,13.2554,"places","i_11_21"
"Danish","item_349",1.8554061886,5.142156207,16.01948028356,6.4006172189626,0.578473,0.532846,0.0613208,0.000240253,3.41093,13.3153,30.657,12.8906,"places","i_11_22"
"Danish","item_35",1.2541544944,2.4925304432,16.30464509416,15.234472156,0.363891,0.296079,0.0133609,12.5836,2.44001,6.38109,34.6665,16.9579,"animals","i_02_23"
"Danish","item_350",1.1393058024,2.2234768548,4.44489792826,14.079481828,0.526404,0.231246,0.0464122,11.7402,1.75378,6.51846,9.48795,15.755,"people","i_12_1"
"Danish","item_351",0.9078854162,1.05066511206,12.6649306586,15.43547334,0.349278,0.103924,0.0326681,14.7589,1.68433,2.5501,27.7425,15.925,"people","i_12_2"
"Danish","item_352",0.881589016,2.6611450666,7.873649065124,15.152910176,0.332776,0.431696,0.00557636,13.913,1.49177,6.36975,20.2421,15.9737,"people","i_12_3"
"Danish","item_353",0.9582707304,2.0884434756,15.1778739176792,13.848386028,0.348829,0.289287,0.000483326,11.435,1.68345,4.71882,36.0212,15.7254,"people","i_12_4"
"Danish","item_354",0.79006521,3.2163351616,3.709791340558,14.232175534,0.388923,0.504328,0.00394822,12.7395,1.22843,7.61263,10.2369,15.4716,"people","i_12_5"
"Danish","item_355",0.9522267008,3.3264676012,8.5807163815752,14.590639106,0.4373,0.529557,0.000243976,12.7207,1.67246,7.02351,21.9466,15.9475,"people","i_12_6"
"Danish","item_356",1.155368911,6.4653930502,5.22764181328,11.47788207732,0.505425,0.696416,0.0153785,6.15155,1.85529,16.7617,13.3235,15.5061,"people","i_12_7"
"Danish","item_357",1.6223247116,1.6305203452,19.73357671182,15.8557108732,0.421345,0.151284,0.841892,13.4529,3.29698,4.70746,34.4684,17.5859,"people","i_12_8"
"Danish","item_358",0.8133089416,3.3535966138,5.521271303078,14.8223446,0.36742,0.500306,0.00214543,13.5101,1.3274,7.78412,15.6208,15.873,"people","i_12_9"
"Danish","item_359",1.4684843586,4.8813789672,6.3735781292,7.016832661704,0.723722,0.222832,0.143884,0.00941922,2.27437,13.442,12.8608,13.2126,"people","i_12_10"
"Danish","item_36",0.9342370754,10.651653784,1.732392585762,11.6979136666,0.500098,1.44808,0.00314576,8.41465,1.38289,26.9363,4.94643,14.8711,"animals","i_02_24"
"Danish","item_360",1.8484798022,5.5762821772,13.0675403544,8.06380327756,0.671868,0.575833,0.45712,0.00280434,3.30948,14.2125,25.4632,15.1573,"people","i_12_11"
"Danish","item_361",1.2022337726,6.1860999206,6.61446621142,9.4073720756,0.585805,0.803618,0.0289616,2.47085,1.99715,15.8265,16.3374,14.5001,"people","i_12_12"
"Danish","item_362",1.1390804806,3.215733734,10.73575057192,10.20323992388,0.511081,0.364335,0.186444,3.4703,1.95273,8.04757,25.2379,14.7379,"people","i_12_13"
"Danish","item_363",1.3682224756,6.0987590624,6.45728486342,9.726110076944,0.650113,0.538502,0.0820969,2.36085,2.25495,16.5305,15.0404,15.3427,"people","i_12_14"
"Danish","item_364",2.0425205918,4.6564171158,19.80885015932,5.556614428688,0.635976,0.481924,0.792393,0.00331287,3.95122,11.9194,37.1977,12.1125,"people","i_12_15"
"Danish","item_365",1.2161522484,3.6196547812,11.7179240453878,9.70269727322,0.39128,0.250107,0.000283321,2.52802,2.31747,9.44622,28.6673,14.8011,"people","i_12_16"
"Danish","item_366",1.0467486986,1.4566524814,15.0979199478,14.4007348,0.360918,0.187315,0.0556952,12.368,2.01023,3.658,33.1945,15.8216,"people","i_12_17"
"Danish","item_367",0.9465181742,5.1788054492,2.41895993738,13.366606596,0.50312,0.785805,0.00475756,11.1345,1.43036,12.8719,6.46833,15.2593,"people","i_12_18"
"Danish","item_368",1.493700491,4.8621687964,8.15438959678,13.40423333832,0.633814,0.437745,0.0159114,5.83131,2.65476,14.5504,17.3679,17.8814,"people","i_12_19"
"Danish","item_369",1.1353562496,13.6473599912,3.00964146576,8.417224776878,0.570975,1.37528,0.0175573,1.32364,1.75874,36.3373,8.61905,13.7355,"people","i_12_20"
"Danish","item_37",0.9710022214,9.3121780604,1.9204869550476,10.99786277608,0.47364,0.977321,0.00054617,6.88374,1.46847,25.5899,5.51325,14.3498,"animals","i_02_25"
"Danish","item_370",1.4903427194,11.2379150042,5.93790707146,5.741459424806,0.649374,1.09455,0.0268445,0.01294,2.36138,28.4253,13.7383,11.7086,"people","i_12_21"
"Danish","item_371",1.944958665,4.642683084,13.60089620702,4.362231611104,0.763511,0.430487,0.846001,0.0012083,3.23858,11.6595,24.5323,10.2954,"people","i_12_22"
"Danish","item_372",2.1103897914,6.1627249108,15.3626922874,6.084551650632,0.679443,0.452622,0.167263,0.0129805,4.11678,17.134,29.8126,13.572,"people","i_12_23"
"Danish","item_373",1.235385085,7.543381458,5.12323688278,10.75167334734,0.649896,1.0799,0.0495508,3.94247,1.91494,17.8306,12.1306,15.2177,"people","i_12_24"
"Danish","item_374",1.6073193992,7.3059718002,9.68609953488,7.416584766058,0.589318,0.460499,0.0167688,0.0065621,2.80315,18.1401,21.1017,14.0251,"people","i_12_25"
"Danish","item_375",0.8288328772,5.705053822,1.637186194742,14.47210956,0.459898,1.21272,0.00264223,13.1771,1.1818,12.525,4.38803,15.5869,"people","i_12_26"
"Danish","item_376",2.1550848872,3.8575536632,15.490062837,4.1728443752208,0.943864,0.503692,2.56477,0.000763954,3.51292,9.31402,26.2106,9.8904,"people","i_12_27"
"Danish","item_377",0.7648022994,1.4257770036,10.9452953177,15.08348346,0.348658,0.276365,0.0198143,14.1261,1.27731,3.38489,26.0458,15.7855,"people","i_12_28"
"Danish","item_378",1.7303936994,7.3802189158,10.46555862186,6.720025892744,0.654452,0.490204,0.107384,0.00356481,3.04024,19.6922,22.2821,13.6754,"people","i_12_29"
"Danish","item_379",1.6376453514,4.8379471484,14.3953548709,7.99597611788,0.600542,0.352845,0.211582,0.144741,3.0129,12.5912,29.7793,14.8055,"people","i_12_30"
"Danish","item_38",0.9443536898,7.0863603034,2.41272933194802,12.501798238,0.437462,0.760344,9.25851e-05,9.5339,1.4837,20.2905,6.94283,15.1358,"animals","i_02_26"
"Danish","item_380",0.8991209144,4.9412779254,2.79643617588,14.506188384,0.467907,0.9124,0.0164748,12.8346,1.37434,11.6928,7.7099,15.8257,"people","i_12_31"
"Danish","item_381",0.9359957496,1.99884873894,3.2669841374868,12.46272620242,0.42936,0.0598924,0.000966374,7.11009,1.48986,6.54691,8.04701,15.8166,"people","i_12_32"
"Danish","item_382",2.0165941768,6.4166608088,12.1462340438,6.293859769006,0.580712,0.351003,0.0182856,0.0041477,3.51899,18.8106,22.3162,13.5961,"people","i_12_33"
